lb,inst_lumi_ub_s,collbunches,mu
282,3032.05,144,149.79744083790328
283,3031.27,144,149.7589051924312
284,3056.45,144,151.00291487574725
285,3049.63,144,150.66597500123513
286,3039.34,144,150.15760090904598
287,3029.3,144,149.6615779852774
288,3026.8,144,149.5380663010721
289,3024.78,144,149.4382688602342
290,3014.47,144,148.9289066745714
291,3029.68,144,149.68035176127663
292,3022.53,144,149.32710834444939
293,3016.49,144,149.0287041154093
294,3025.33,144,149.46544143075934
295,3032.69,144,149.82905982905982
296,3031.26,144,149.7584111456944
297,3022.88,144,149.34439998023814
298,3020.04,144,149.20409070698088
299,3027.58,144,149.57660194654414
300,3019.69,144,149.18679907119215
301,3015.2,144,148.96497208635935
302,3021.22,144,149.2623882219258
303,2987.21,144,147.58213526999654
304,3008.06,144,148.61222271626895
305,3001.42,144,148.2841756830196
306,2990.42,144,147.7407242725162
307,2983.7,144,147.40872486537225
308,2976.99,144,147.07721950496514
309,2968.32,144,146.64888098414113
310,2961.85,144,146.32923274541773
311,2953.32,144,145.90781087890915
312,2949.15,144,145.70179338965465
313,2944.2,144,145.4572402549281
314,2942.63,144,145.3796749172472
315,2935.98,144,145.05113383726098
316,2935.37,144,145.02099698631488
317,2930.77,144,144.79373548737712
318,2928.45,144,144.67911664443454
319,2923.16,144,144.41776592065608
320,2919.43,144,144.23348648782172
321,2914.99,144,144.01412973667308
322,2913.53,144,143.94199891309717
323,2908.41,144,143.68904698384466
324,2823.08,144,139.4733461785485
325,2821.37,144,139.38886418655204
326,2787.99,144,137.73973617904252
327,2797.26,144,138.19771750407588
328,2890.97,144,142.8274294748283
329,2886.36,144,142.5996739291537
330,2887.43,144,142.65253692999354
331,2882.28,144,142.3981028605306
332,2879.87,144,142.27903759695667
333,2873.28,144,141.95346079739144
334,2869.97,144,141.78993132750358
335,2865.47,144,141.56761029593397
336,2861.47,144,141.36999160120544
337,2858.46,144,141.22128353342225
338,2853.85,144,140.99352798774765
339,2850.29,144,140.81764734943923
340,2817.97,144,139.2208882960328
341,2782.0,144,137.44380218368659
342,2784.87,144,137.5855935971543
343,2774.21,144,137.05893977570278
344,2779.84,144,137.33708808853316
345,2775.61,144,137.12810631885776
346,2769.52,144,136.82723185613358
347,2747.59,144,135.74378736228448
348,2739.91,144,135.36435946840572
349,2737.44,144,135.24232992441085
350,2735.17,144,135.1301813151524
351,2788.32,144,137.75603972135764
352,2787.85,144,137.73281952472703
353,2696.99,144,133.24391087396867
354,2712.73,144,134.0215404377254
355,2659.4,144,131.38678919025742
356,2705.25,144,133.65199347858308
357,2773.48,144,137.02287436391484
358,2771.97,144,136.94827330665478
359,2747.25,144,135.72698977323256
360,2699.32,144,133.35902376364805
361,2699.79,144,133.38224396027863
362,2693.45,144,133.06901832913394
363,2692.97,144,133.0453040857665
364,2691.92,144,132.99342917840028
365,2685.97,144,132.69947136999158
366,2685.48,144,132.67526307988734
367,2676.73,144,132.24297218516872
368,2680.37,144,132.42280519737167
369,2673.37,144,132.07697248159673
370,2633.58,144,130.11116051578477
371,2609.27,144,128.91013289857221
372,2606.59,144,128.77772837310408
373,2609.73,144,128.93285904846599
374,2597.89,144,128.34790771206957
375,2600.75,144,128.48920507880047
376,2600.87,144,128.49513363964232
377,2593.61,144,128.13645570871003
378,2588.76,144,127.89684304135172
379,2583.72,144,127.64784348599377
380,2582.63,144,127.59399239168026
381,2525.88,144,124.79027716021936
382,2501.51,144,123.58628526258585
383,2506.59,144,123.83726100489106
384,2491.95,144,123.11397658218466
385,2504.39,144,123.72857072279038
386,2492.61,144,123.14658366681488
387,2499.48,144,123.48599377501111
388,2496.91,144,123.35902376364803
389,2481.52,144,122.59868583568006
390,2493.15,144,123.17326219060323
391,2489.97,144,123.01615532829406
392,2450.26,144,121.05429573637666
393,2423.26,144,119.72036954695916
394,2414.35,144,119.28017390445135
395,2411.02,144,119.11565634108987
396,2391.53,144,118.15275925102516
397,2412.82,144,119.2045847537177
398,2386.61,144,117.90968825650907
399,2402.05,144,118.67249641816116
400,2384.07,144,117.78420038535647
401,2357.86,144,116.48930388814782
402,2359.01,144,116.54611926288227
403,2315.97,144,114.41974210760335
404,2281.18,144,112.70095351020207
405,2284.95,144,112.8872091299837
406,2275.69,144,112.42972185168718
407,2268.68,144,112.08339508917541
408,2273.62,144,112.32745417716514
409,2256.85,144,111.49893779951583
410,2257.64,144,111.53796749172471
411,2267.42,144,112.02114520033595
412,2252.07,144,111.26278345931527
413,2251.36,144,111.22770614100094
414,2184.8,144,107.93933106071835
415,2148.67,144,106.15434020058298
416,2169.07,144,107.16219554369843
417,2156.57,144,106.54463712267183
418,2161.14,144,106.77041648139914
419,2155.45,144,106.4893038881478
420,2153.58,144,106.39691714836223
421,2151.88,144,106.31292920310263
422,2153.14,144,106.3751790919421
423,2151.59,144,106.2986018477348
424,2141.82,144,105.81591818586038
425,2101.26,144,103.8120646213132
426,2078.38,144,102.68168568746603
427,2081.76,144,102.84867348451164
428,2062.31,144,101.8877525813942
429,2074.95,144,102.51222765673633
430,2074.39,144,102.48456103947431
431,2071.58,144,102.34573390642755
432,2062.38,144,101.89121090855195
433,2048.99,144,101.22968232794823
434,2049.27,144,101.24351563657922
435,2057.52,144,101.65110419445678
436,1997.48,144,98.6848475865817
437,1979.59,144,97.80099797440838
438,1978.3,144,97.73726594535843
439,1965.39,144,97.09945160812215
440,1973.47,144,97.49864137147374
441,1961.57,144,96.9107257546564
442,1967.55,144,97.20616570327553
443,1963.26,144,96.99421965317919
444,1945.4,144,96.11185218121635
445,1953.94,144,96.53376809446173
446,1941.77,144,95.9325132157502
447,1858.0,144,91.79388370139816
448,1806.74,144,89.26140012845215
449,1801.78,144,89.01635294698879
450,1801.75,144,89.01487080677832
451,1798.74,144,88.86616273899511
452,1807.08,144,89.27819771750407
453,1798.17,144,88.8380020749963
454,1809.39,144,89.3923225137098
455,1800.71,144,88.96348994614891
456,1793.01,144,88.5830739587965
457,1785.34,144,88.20414011165457
458,1681.84,144,83.09075638555407
459,1638.59,144,80.95400424880194
460,1641.12,144,81.07899807321773
461,1618.86,144,79.9792500370535
462,1632.44,144,80.65016550565684
463,1615.26,144,79.80139321179783
464,1623.21,144,80.19416036757077
465,1616.63,144,79.86907761474235
466,1625.1,144,80.28753520082999
467,1619.97,144,80.03408922484068
468,1602.9,144,79.1907514450867
469,1518.94,144,75.04273504273505
470,1467.12,144,72.48258485252705
471,1453.51,144,71.81018724371326
472,1467.05,144,72.4791265253693
473,1469.17,144,72.58386443357541
474,1466.44,144,72.4489896744232
475,1475.76,144,72.90944123314065
476,1477.62,144,73.00133392618942
477,1471.12,144,72.68020354725557
478,1475.97,144,72.9198162146139
479,1449.71,144,71.62244948372116
480,1321.16,144,65.27147868188331
481,1293.02,144,63.88123116446816
482,1308.78,144,64.65984882169853
483,1309.13,144,64.67714045748728
484,1318.49,144,65.13956820315202
485,1309.22,144,64.68158687811867
486,1331.48,144,65.7813349142829
487,1315.87,144,65.01012795810483
488,1331.95,144,65.8045551109135
489,1324.26,144,65.42463317029791
490,1308.32,144,64.63712267180475
491,1232.14,144,60.873474630700066
492,1184.6,144,58.52477644385158
493,1177.21,144,58.15967590534065
494,1187.46,144,58.66607381058248
495,1159.45,144,57.28224890074601
496,1139.43,144,56.29316733362977
497,1174.91,144,58.04604515587175
498,1162.67,144,57.44133195000247
499,1165.53,144,57.58262931673336
500,1164.85,144,57.549034138629516
501,1173.94,144,57.99812262240008
502,1756.59,144,86.78375574329331
503,2417.73,144,119.44716170149697
504,2411.64,144,119.14628723877277
505,2410.78,144,119.10379921940617
506,2405.07,144,118.82169853268121
507,2333.91,144,115.3060619534608
508,2327.59,144,114.99382441578975
509,2358.76,144,116.53376809446175
510,2392.86,144,118.21846746702239
511,2390.29,144,118.0914974556593
512,2382.21,144,117.6923076923077
513,2377.2,144,117.4447902771602
514,2373.02,144,117.23827874116891
515,2367.17,144,116.94926140012846
516,2361.2,144,116.65431549824612
517,2355.76,144,116.38555407341535
518,2348.88,144,116.04564991848231
519,2343.41,144,115.77540635344104
520,2340.47,144,115.63015661281557
521,2337.25,144,115.47107356355912
522,2337.11,144,115.46415690924361
523,2335.15,144,115.36732374882664
524,2333.34,144,115.27790128946201
525,2328.79,144,115.0531100242083
526,2326.95,144,114.96220542463315
527,2322.72,144,114.75322365495776
528,2323.55,144,114.79422953411392
529,2317.61,144,114.50076577244208
530,2315.41,144,114.39207549034138
531,2316.54,144,114.44790277160219
532,2315.41,144,114.39207549034138
533,2315.21,144,114.38219455560495
534,2311.59,144,114.20334963687567
535,2305.62,144,113.90840373499331
536,2306.3,144,113.9419989130972
537,2304.47,144,113.85158836025886
538,2303.49,144,113.80317178005038
539,2301.81,144,113.72017192826442
540,2295.74,144,113.42028555901388
541,2293.28,144,113.29875006175585
542,2298.15,144,113.53935082258782
543,2292.76,144,113.27305963144116
544,2291.01,144,113.18660145249743
545,2288.67,144,113.07099451608124
546,2286.04,144,112.94106022429722
547,2282.94,144,112.78790573588262
548,2278.87,144,112.58682871399634
549,2281.46,144,112.71478681883306
550,2277.82,144,112.53495380663011
551,2274.36,144,112.36401363568994
552,2270.83,144,112.18961513759201
553,2269.73,144,112.13526999654167
554,2268.5,144,112.07450224791265
555,2264.86,144,111.8946692357097
556,2263.3,144,111.81759794476558
557,2258.78,144,111.59428881972237
558,2257.23,144,111.51771157551504
559,2255.84,144,111.44903907909688
560,2250.61,144,111.19065263573934
561,2250.42,144,111.18126574773973
562,2249.79,144,111.15014080332
563,2234.92,144,110.41549330566673
564,2165.3,144,106.97593992391683
565,2127.01,144,105.08423496862805
566,2168.8,144,107.14885628180426
567,2225.27,144,109.93873820463416
568,2241.43,144,110.73711773133736
569,2239.12,144,110.62299293513165
570,2125.67,144,105.01803270589397
571,2113.68,144,104.42567066844524
572,2076.61,144,102.59423941504866
573,2150.62,144,106.25067931426312
574,2164.01,144,106.91220789486687
575,2247.28,144,111.02613507237787
576,2244.64,144,110.89570673385703
577,2126.85,144,105.0763302208389
578,2079.19,144,102.72170347314857
579,2119.02,144,104.6894916259078
580,2154.78,144,106.4562027567808
581,2245.33,144,110.9297959586977
582,2243.86,144,110.85717108838497
583,2240.89,144,110.71043920754903
584,2228.02,144,110.07460105726001
585,2093.94,144,103.45042240995998
586,2174.4,144,107.42552245442418
587,2073.77,144,102.45393014179142
588,2093.91,144,103.4489402697495
589,2231.84,144,110.26332691072575
590,2236.75,144,110.505903858505
591,2236.66,144,110.50145743787361
592,2229.52,144,110.14870806778322
593,2210.6,144,109.21397164171731
594,2101.65,144,103.83133244404922
595,2039.55,144,100.7633022083889
596,2122.35,144,104.8540091892693
597,2147.43,144,106.09307840521713
598,2223.68,144,109.86018477347957
599,2220.12,144,109.68430413517119
600,2216.79,144,109.51978657180969
601,2174.36,144,107.42354626747691
602,2061.51,144,101.84822884244849
603,2008.33,144,99.22088829603281
604,2160.63,144,106.74522009782127
605,2007.01,144,99.1556741267724
606,1860.52,144,91.91838347907712
607,1958.07,144,96.73780939676894
608,2132.24,144,105.34262141198558
609,2159.17,144,106.67308927424534
610,2141.26,144,105.78825156859841
611,2095.22,144,103.51366039227311
612,2038.08,144,100.69067733807618
613,2095.27,144,103.51613062595723
614,2023.63,144,99.97677980336941
615,2089.47,144,103.22958351860086
616,2122.48,144,104.86043179684798
617,2087.42,144,103.12830393755252
618,2055.99,144,101.57551504372313
619,1965.47,144,97.1034039820167
620,1996.79,144,98.65075836174103
621,2000.28,144,98.82318067289165
622,2080.1,144,102.7666617261993
623,2065.17,144,102.02904994812509
624,2027.87,144,100.18625561978163
625,1978.53,144,97.74862902030532
626,1890.95,144,93.42176769922435
627,1917.96,144,94.75618793537869
628,2027.79,144,100.18230324588706
629,2030.21,144,100.30186255619782
630,2027.92,144,100.18872585346574
631,2059.69,144,101.75831233634703
632,2045.34,144,101.04935526900844
633,1959.68,144,96.81735092139716
634,2003.53,144,98.98374586235857
635,1975.75,144,97.611284027469
636,1909.66,144,94.34612914381701
637,2030.36,144,100.30927325725014
638,2098.56,144,103.67867200237143
639,2095.38,144,103.52156514006225
640,2091.18,144,103.3140655105973
641,2089.46,144,103.22908947186404
642,2086.24,144,103.07000642260756
643,2086.01,144,103.0586433476607
644,2083.02,144,102.91092337335112
645,2080.41,144,102.78197717504074
646,2078.13,144,102.66933451904552
647,2076.06,144,102.5670668445235
648,2074.98,144,102.51370979694678
649,2073.16,144,102.4237932908453
650,2071.71,144,102.35215651400623
651,2072.08,144,102.37043624326861
652,2070.55,144,102.29484709253497
653,2066.27,144,102.08339508917544
654,2064.73,144,102.00731189170496
655,2063.4,144,101.94160367570773
656,2059.34,144,101.74102070055827
657,2056.04,144,101.57798527740724
658,2057.23,144,101.63677683908898
659,2053.1,144,101.43273553678176
660,2052.47,144,101.40161059236203
661,2049.99,144,101.27908700163033
662,2037.07,144,100.64077861765723
663,1979.42,144,97.79259917988242
664,1969.14,144,97.28471913443012
665,1962.84,144,96.97346969023269
666,2042.94,144,100.93078405217135
667,2059.53,144,101.75040758855788
668,2065.65,144,102.05276419149253
669,2059.84,144,101.76572303739935
670,2045.77,144,101.07059927869176
671,2037.18,144,100.64621313176228
672,2046.19,144,101.09134924163826
673,2054.71,144,101.51227706141
674,2060.28,144,101.78746109381947
675,2057.74,144,101.66197322266686
676,2038.35,144,100.70401659997036
677,2038.86,144,100.72921298354824
678,2033.93,144,100.48564794229536
679,2028.97,144,100.24060076083198
680,2025.53,144,100.07064868336545
681,2022.42,144,99.91700014821402
682,2024.6,144,100.02470233684106
683,2025.44,144,100.06620226273405
684,1021.9,144,50.48663603576898
685,37.5477,144,1.8550318660145246
686,61.9066,144,3.0584753717701694
687,105.445,144,5.209475816412232
688,150.875,144,7.453930141791414
689,255.173,144,12.606738797490243
690,352.959,144,17.437824218171038
691,531.53,144,26.26006620226273
692,682.922,144,33.73953856034781
693,951.261,144,46.99673929153698
694,1150.31,144,56.83069018329134
695,1441.17,144,71.20053357047577
696,1587.43,144,78.42646114322416
697,1846.78,144,91.23956326268465
698,1923.24,144,95.01704461242034
699,2016.47,144,99.62304233980535
700,1970.19,144,97.33659404179636
701,1874.66,144,92.61696556494245
702,1719.14,144,84.93355071389753
703,1485.01,144,73.36643446470036
704,1291.98,144,63.829850303838754
705,993.736,144,49.09520280618546
706,803.717,144,39.70737611778074
707,559.943,144,27.663801195593102
708,456.233,144,22.540042488019367
709,266.794,144,13.180870510350276
710,213.1,144,10.528135961661974
711,107.692,144,5.320488118175979
712,78.2543,144,3.8661281557235316
713,36.7969,144,1.8179388370139815
714,1138.89,144,56.26648880984142
715,134.038,144,6.622103651005387
716,182.281,144,9.005533323452399
717,272.277,144,13.4517563361494
718,360.783,144,17.824366385060028
719,501.4,144,24.771503384220146
720,628.542,144,31.052912405513563
721,831.595,144,41.08467961069117
722,973.134,144,48.07736771898622
723,1230.97,144,60.81567116249198
724,1372.48,144,67.80692653525024
725,1625.73,144,80.31866014524975
726,1721.39,144,85.04471122968235
727,1914.23,144,94.57190850254435
728,1954.99,144,96.58564300182798
729,2005.89,144,99.10034089224841
730,1965.62,144,97.11081468306902
731,1881.9,144,92.97465540240107
732,1776.2,144,87.7525813941999
733,1575.84,144,77.85386097524825
734,1428.96,144,70.59730250481695
735,1168.07,144,57.708117187885975
736,1022.89,144,50.535546662714296
737,775.984,144,38.337236302554224
738,677.906,144,33.49172471715824
739,457.083,144,22.582036460649178
740,377.994,144,18.674670223803172
741,245.844,144,12.145842596709649
742,197.699,144,9.767254582283485
743,120.239,144,5.940368558865669
744,1074.64,144,53.092238525764536
745,1998.53,144,98.73672249394792
746,1996.53,144,98.63791314658367
747,1995.9,144,98.60678820216393
748,1992.79,144,98.4531396670125
749,1994.46,144,98.53564547206166
750,1992.48,144,98.43782421817104
751,1989.8,144,98.30541969270293
752,1986.13,144,98.12410454028951
753,1985.32,144,98.08408675460699
754,1984.3,144,98.03369398745122
755,1982.79,144,97.95909293019119
756,1983.54,144,97.9961464354528
757,1978.9,144,97.7669087495677
758,1975.4,144,97.59399239168026
759,1975.96,144,97.62165900894225
760,1974.69,144,97.55891507336594
761,1970.49,144,97.35141544390099
762,1968.97,144,97.27632033990416
763,1966.16,144,97.13749320685737
764,1963.56,144,97.00904105528383
765,1960.02,144,96.83414851044908
766,1958.53,144,96.76053554666271
767,1961.33,144,96.89886863297268
768,1958.09,144,96.73879749024258
769,1956.54,144,96.66222024603528
770,1954.02,144,96.53772046835631
771,1951.88,144,96.43199446667654
772,1950.36,144,96.35689936267971
773,1948.44,144,96.26204238921002
774,1946.15,144,96.14890568647795
775,1946.03,144,96.14297712563608
776,1945.85,144,96.1340842843733
777,1942.17,144,95.95227508522306
778,1939.55,144,95.82283484017589
779,1941.0,144,95.89447161701497
780,1938.91,144,95.79121584901932
781,1935.36,144,95.61582925744776
782,1932.35,144,95.46712118966454
783,1931.79,144,95.43945457240255
784,1930.89,144,95.39499036608863
785,1929.13,144,95.30803814040809
786,1926.92,144,95.19885381157057
787,1926.41,144,95.1736574279927
788,1924.73,144,95.09065757620671
789,1923.53,144,95.03137196778815
790,1920.37,144,94.87525319895262
791,1917.37,144,94.7270391779062
792,1915.25,144,94.62230126970012
793,1913.97,144,94.55906328738699
794,1911.48,144,94.43604564991848
795,1908.38,144,94.2828911615039
796,1909.28,144,94.3273553678178
797,1907.91,144,94.25967096487328
798,1906.14,144,94.17222469245591
799,1902.26,144,93.98053455856925
800,1901.08,144,93.92223704362432
801,1900.34,144,93.88567758509956
802,1900.99,144,93.91779062299294
803,1896.7,144,93.7058445728966
804,1894.29,144,93.58677930932267
805,1892.18,144,93.48253544785337
806,1889.71,144,93.36050590385851
807,1888.02,144,93.2770120053357
808,1881.63,144,92.9613161405069
809,1879.04,144,92.83335803567017
810,1883.9,144,93.07346474976532
811,1880.77,144,92.91882812114027
812,1878.26,144,92.7948223901981
813,1874.14,144,92.59127513462774
814,1875.26,144,92.64660836915172
815,1875.45,144,92.65599525715133
816,1876.08,144,92.68712020157106
817,1870.45,144,92.40897188874068
818,1868.96,144,92.3353589249543
819,1867.79,144,92.27755545674621
820,1867.21,144,92.24890074601058
821,1866.69,144,92.22321031569587
822,1864.3,144,92.10513314559557
823,1862.78,144,92.03003804159873
824,1863.12,144,92.04683563065066
825,1861.45,144,91.9643298256015
826,1858.38,144,91.81265747739737
827,1856.85,144,91.7370683266637
828,1850.0,144,91.3986463119411
829,1849.86,144,91.39172965762562
830,1851.5,144,91.4727533224643
