lb,inst_lumi_ub_s,collbunches,mu
831,1847.88,144,91.29390840373502
832,1847.01,144,91.25092633763154
833,1846.69,144,91.23511684205326
834,1844.61,144,91.13235512079443
835,1842.56,144,91.03107553974606
836,1840.32,144,90.92040907069808
837,1838.89,144,90.84976038733264
838,1837.02,144,90.75737364754706
839,1832.3,144,90.5241835877674
840,1831.31,144,90.4752729608221
841,1831.31,144,90.4752729608221
842,1828.61,144,90.34188034188034
843,1823.61,144,90.09485697346969
844,1823.61,144,90.09485697346969
845,1824.83,144,90.15513067536189
846,1823.44,144,90.08645817894373
847,1821.21,144,89.97628575663258
848,1819.37,144,89.88538115705745
849,1818.22,144,89.82856578232301
850,1817.7,144,89.8028753520083
851,1815.99,144,89.71839336001186
852,1813.46,144,89.59339953559606
853,1811.81,144,89.51188182402055
854,1809.92,144,89.41850699076133
855,1808.0,144,89.32365001729164
856,1808.68,144,89.35724519539548
857,1804.78,144,89.16456696803517
858,1804.89,144,89.17000148214021
859,1803.31,144,89.09194209772244
860,1801.71,144,89.01289461983103
861,1799.4,144,88.89876982362532
862,1797.89,144,88.82416876636532
863,1792.01,144,88.53366928511437
864,1791.61,144,88.51390741564153
865,1793.1,144,88.5875203794279
866,1791.5,144,88.50847290153648
867,1788.8,144,88.37508028259474
868,1784.69,144,88.17202707376117
869,1781.35,144,88.00701546366287
870,1776.08,144,87.74665283335804
871,1780.2,144,87.95020008892841
872,1781.64,144,88.02134281903068
873,1780.71,144,87.9753964725063
874,1778.99,144,87.89042043377303
875,1776.78,144,87.78123610493553
876,1774.26,144,87.65673632725655
877,1768.93,144,87.3934094165308
878,1768.04,144,87.3494392569537
879,1768.68,144,87.38105824811026
880,1770.29,144,87.4605997727385
881,1769.67,144,87.42996887505558
882,1768.23,144,87.35882614495331
883,1765.98,144,87.24766562916852
884,1765.79,144,87.23827874116891
885,1762.31,144,87.0663504767551
886,1763.74,144,87.13699916012055
887,1762.54,144,87.07771355170199
888,1761.97,144,87.04955288770317
889,1759.28,144,86.91665431549825
890,1755.23,144,86.71656538708562
891,1756.63,144,86.7857319302406
892,1754.24,144,86.66765476014031
893,1752.13,144,86.56341089867104
894,1753.7,144,86.64097623635196
895,1751.48,144,86.53129786077763
896,1747.94,144,86.3564053159429
897,1747.78,144,86.34850056815375
898,1746.95,144,86.30749468899758
899,1745.84,144,86.25265550121041
900,1742.07,144,86.06639988142878
901,1739.8,144,85.95425127217035
902,1738.21,144,85.87569784101576
903,1737.67,144,85.84901931722742
904,1735.55,144,85.7442814090213
905,1732.62,144,85.59952571513266
906,1734.37,144,85.68598389407639
907,1732.05,144,85.57136505113384
908,1729.7,144,85.45526406798083
909,1728.56,144,85.3989427399832
910,1726.61,144,85.30260362630305
911,1725.0,144,85.22306210167481
912,1722.76,144,85.11239563262684
913,1719.64,144,84.9582530507386
914,1720.04,144,84.97801492021145
915,1719.17,144,84.935032854108
916,1534.88,144,75.8302455412282
917,0.349503,0,0.0
918,0.346436,0,0.0
919,0.0,0,0.0
920,0.344622,0,0.0
921,0.0,0,0.0
922,0.0,0,0.0
923,0.0,0,0.0
924,0.0,0,0.0
925,0.0,0,0.0
926,0.0,0,0.0
927,0.0,0,0.0
928,0.0,0,0.0
