lb,inst_lumi_ub_s,collbunches,mu
234,2319.05,112,147.30673950327133
235,2331.24,112,148.08105189608077
236,2321.57,112,147.46681064600142
237,2323.33,112,147.57860636473353
238,2280.09,112,144.83198882042814
239,2272.15,112,144.32763768023884
240,2263.17,112,143.757225433526
241,2158.79,112,137.1269770691736
242,2278.1,112,144.70558343390712
243,2233.19,112,141.85288699739567
244,2310.93,112,146.79095471002987
245,2311.97,112,146.85701581655337
246,2306.89,112,146.5343327193038
247,2301.88,112,146.21609604268565
248,2299.63,112,146.07317537953375
249,2296.8,112,145.89341294543607
250,2322.06,112,147.49793559042115
251,2372.04,112,150.67267992123485
252,2393.12,112,152.01168773423106
253,2413.39,112,153.29924410849264
254,2362.87,112,150.0901988185225
255,2352.15,112,149.40926125897224
256,2352.83,112,149.45245505939147
257,2361.1,112,149.97776789684303
258,2356.14,112,149.66270723496157
259,2355.75,112,149.63793432001523
260,2351.22,112,149.35018738486943
261,2349.76,112,149.2574477545576
262,2354.16,112,149.5369370513879
263,2362.43,112,150.06224988883946
264,2360.0,112,149.90789557263545
265,2356.04,112,149.65635520548815
266,2357.31,112,149.73702597980053
267,2360.56,112,149.9434669376866
268,2354.43,112,149.55408753096611
269,2353.33,112,149.48421520675856
270,2347.67,112,149.12469033856317
271,2359.72,112,149.8901098901099
272,2355.55,112,149.62523026106842
273,2349.16,112,149.2193355777171
274,2351.61,112,149.3749602998158
275,2359.3,112,149.86343136632155
276,2354.55,112,149.56170996633423
277,2405.26,112,152.78282411230387
278,2363.91,112,150.15625992504602
279,2357.79,112,149.76751572127296
280,2356.93,112,149.71288826780153
281,2350.81,112,149.32414406402845
282,2364.65,112,150.20326494314935
283,2367.71,112,150.3976370450359
284,2361.25,112,149.98729594105316
285,2356.72,112,149.69954900590736
286,2350.53,112,149.3063583815029
287,2352.04,112,149.40227402655148
288,2366.53,112,150.32268309724958
289,2360.34,112,149.92949247284508
290,2351.58,112,149.37305469097373
291,2345.68,112,148.99828495204216
292,2358.11,112,149.7878422155879
293,2357.12,112,149.72495712380106
294,2353.38,112,149.48739122149527
295,2348.56,112,149.18122340087658
296,2348.63,112,149.185669821508
297,2345.62,112,148.99447373435814
298,2333.51,112,148.2252429651274
299,2337.8,112,148.49774502953693
300,2332.42,112,148.15600584386712
301,2329.0,112,147.93876643587626
302,2321.69,112,147.4744330813695
303,2345.06,112,148.958902369307
304,2364.86,112,150.21660420504352
305,2357.76,112,149.76561011243095
306,2353.75,112,149.51089373054688
307,2346.85,112,149.07260369688115
308,2341.36,112,148.7238772787906
309,2342.6,112,148.80264244426095
310,2340.09,112,148.64320650447817
311,2335.59,112,148.35736517817446
312,2331.75,112,148.11344724639522
313,2331.61,112,148.10455440513243
314,2329.82,112,147.9908530775583
315,2327.04,112,147.81426665819728
316,2324.71,112,147.6662643714667
317,2323.02,112,147.55891507336594
318,2317.82,112,147.2286095407483
319,2317.17,112,147.18732134917107
320,2314.09,112,146.99167884138984
321,2310.63,112,146.7718986216096
322,2310.55,112,146.76681699803086
323,2308.15,112,146.61436829066886
324,2306.53,112,146.51146541319955
325,2303.24,112,146.30248364352408
326,2299.02,112,146.03442799974593
327,2296.42,112,145.8692752334371
328,2292.56,112,145.62408689576318
329,2289.03,112,145.3998602553516
330,2288.69,112,145.37826335514197
331,2285.25,112,145.15975354125644
332,2284.85,112,145.13434542336276
333,2282.13,112,144.96157022168583
334,2280.96,112,144.88725147684684
335,2280.14,112,144.83516483516485
336,2274.71,112,144.49024963475833
337,2273.11,112,144.38861716318362
338,2255.98,112,143.30051451438734
339,2257.98,112,143.4275551038557
340,2256.93,112,143.36085879438477
341,2256.11,112,143.3087721527028
342,2252.66,112,143.08962713586988
343,2253.2,112,143.12392809502634
344,2249.65,112,142.89843104872006
345,2241.51,112,142.38137584958397
346,2241.5,112,142.3807406466366
347,2240.04,112,142.28800101632473
348,2238.73,112,142.20478943022295
349,2235.56,112,142.00343009591563
350,2231.48,112,141.74426729340024
351,2229.8,112,141.63755319824685
352,2228.0,112,141.52321666772536
353,2224.57,112,141.30534205678717
354,2223.4,112,141.23102331194818
355,2220.12,112,141.0226767452201
356,2214.66,112,140.67585593597155
357,2212.38,112,140.53102966397765
358,2212.35,112,140.5291240551356
359,2212.01,112,140.507527154926
360,646.927,112,41.09299371149082
361,0.271306,0,0.0
362,0.266785,0,0.0
363,0.27292,0,0.0
364,0.0,0,0.0
365,0.264799,0,0.0
366,0.0,0,0.0
